Id,Weekly_Sales
2_20_2012-11-16,4498.03689967
2_20_2012-11-23,8315.70017821
2_20_2012-11-30,3093.84519304
2_20_2012-12-07,4646.42611461
2_20_2012-12-14,3669.42710298
2_20_2012-12-21,7021.5223412
2_20_2012-12-28,4620.10162073
2_20_2013-01-04,4625.57395967
2_20_2013-01-11,5928.62131363
2_20_2013-01-18,5385.12679451
2_20_2013-01-25,5598.7051657
2_20_2013-02-01,6791.833369
2_20_2013-02-08,7337.36164638
2_20_2013-02-15,6672.1718955
2_20_2013-02-22,5083.83424883
2_20_2013-03-01,5478.53892506
2_20_2013-03-08,5486.40508474
2_20_2013-03-15,5435.51388637
2_20_2013-03-22,5401.95511213
2_20_2013-03-29,4723.4202564
2_20_2013-04-05,5775.3286373
2_20_2013-04-12,5689.1980997
2_20_2013-04-19,5751.13749876
2_20_2013-04-26,5117.59743976
2_20_2013-05-03,6110.32857696
2_20_2013-05-10,5768.31716852
2_20_2013-05-17,5778.39916138
2_20_2013-05-24,5771.10890574
2_20_2013-05-31,5588.37779013
2_20_2013-06-07,6211.75559178
2_20_2013-06-14,6170.52242534
2_20_2013-06-21,5884.09000321
2_20_2013-06-28,5804.36540258
2_20_2013-07-05,6244.37246227
2_20_2013-07-12,6268.59321281
2_20_2013-07-19,5610.22602804
2_20_2013-07-26,5482.70955357
2_21_2012-11-02,10384.8064721
2_21_2012-11-09,10287.7502257
2_21_2012-11-16,10059.148178
2_21_2012-11-23,12310.9893369
2_21_2012-11-30,9276.2899228
2_21_2012-12-07,10568.6274394
2_21_2012-12-14,10934.3928052
2_21_2012-12-21,17091.0986988
2_21_2012-12-28,8426.2310972
2_21_2013-01-04,8873.60060449
2_21_2013-01-11,10080.0702497
2_21_2013-01-18,10145.2702824
2_21_2013-01-25,9799.51057629
2_21_2013-02-01,9447.47727777
2_21_2013-02-08,9448.22230733
2_21_2013-02-15,9695.36494591
2_21_2013-02-22,9231.79401214
2_21_2013-03-01,9441.33739833
2_21_2013-03-08,9316.6582577
2_21_2013-03-15,9182.45423536
2_21_2013-03-22,8976.56967756
2_21_2013-03-29,9114.36220855
2_21_2013-04-05,9406.47700257
2_21_2013-04-12,9336.53615064
2_21_2013-04-19,9243.8403001
2_21_2013-04-26,9428.59034853
2_21_2013-05-03,9737.48117211
2_21_2013-05-10,9660.8872573
2_21_2013-05-17,9249.57038655
2_21_2013-05-24,8902.51082097
2_21_2013-05-31,8821.74752605
2_21_2013-06-07,9362.02665545
2_21_2013-06-14,9152.96322691
2_21_2013-06-21,8941.23556159
2_21_2013-06-28,8694.00808845
2_21_2013-07-05,9414.41537089
2_21_2013-07-12,9203.70857061
2_21_2013-07-19,8930.72088747
2_21_2013-07-26,8590.93689148
2_22_2012-11-02,15840.6906859
2_22_2012-11-09,14997.7208518
2_22_2012-11-16,13138.9468431
2_22_2012-11-23,27472.7082655
2_22_2012-11-30,14091.3350307
2_22_2012-12-07,15169.0423534
2_22_2012-12-14,17024.9336132
2_22_2012-12-21,31215.9969706
2_22_2012-12-28,15439.113872
2_22_2013-01-04,12965.7502207
2_22_2013-01-11,12982.2565816
2_22_2013-01-18,13594.6545425
2_22_2013-01-25,12141.2417566
2_22_2013-02-01,17172.8041422
2_22_2013-02-08,17707.4056012
2_22_2013-02-15,19480.6077903
2_22_2013-02-22,12905.0911604
2_22_2013-03-01,14057.316724
2_22_2013-03-08,13266.8442888
2_22_2013-03-15,12598.2336797
2_22_2013-03-22,11824.4940349
2_22_2013-03-29,12804.7136624
2_22_2013-04-05,12853.3005865
2_22_2013-04-12,12322.76483
2_22_2013-04-19,11441.7085345
2_22_2013-04-26,12365.4467655
2_22_2013-05-03,12467.3734039
2_22_2013-05-10,12499.8752717
2_22_2013-05-17,11438.2623908
2_22_2013-05-24,10474.9729033
2_22_2013-05-31,10149.2775381
2_22_2013-06-07,11381.6263271
2_22_2013-06-14,10622.0063182
2_22_2013-06-21,10405.3668536
2_22_2013-06-28,9695.92809691
2_22_2013-07-05,11409.6009469
2_22_2013-07-12,10502.8499887
2_22_2013-07-19,11056.6988411
2_22_2013-07-26,10367.6141722
2_23_2012-11-02,33350.9032121
2_23_2012-11-09,32996.3533004
2_23_2012-11-16,27679.6031375
2_23_2012-11-23,41282.4121149
2_23_2012-11-30,31726.9228167
2_23_2012-12-07,34208.5155776
2_23_2012-12-14,33860.4726874
2_23_2012-12-21,85469.7788625
2_23_2012-12-28,26640.1033923
2_23_2013-01-04,22095.6782002
2_23_2013-01-11,24557.7704537
2_23_2013-01-18,24119.3381171
2_23_2013-01-25,23619.1811766
2_23_2013-02-01,29259.3785146
2_23_2013-02-08,29675.2096387
2_23_2013-02-15,29566.7527612
2_23_2013-02-22,23938.9577041
2_23_2013-03-01,25999.6188147
2_23_2013-03-08,25608.540608
2_23_2013-03-15,25187.3091733
2_23_2013-03-22,24712.1291366
2_23_2013-03-29,24284.1068317
2_23_2013-04-05,26785.6100501
2_23_2013-04-12,26405.3290234
2_23_2013-04-19,26061.5877586
2_23_2013-04-26,25690.1179938
2_23_2013-05-03,28142.2336632
2_23_2013-05-10,27660.0204174
2_23_2013-05-17,27027.9558277
2_23_2013-05-24,26443.5622783
2_23_2013-05-31,26017.7882914
2_23_2013-06-07,28567.3454134
2_23_2013-06-14,28086.5947222
2_23_2013-06-21,27511.2977685
2_23_2013-06-28,26983.8611201
2_23_2013-07-05,29575.0926216
2_23_2013-07-12,29117.5938554
2_23_2013-07-19,28350.610469
2_23_2013-07-26,27727.0990261
2_24_2012-11-02,11473.5643175
2_24_2012-11-09,11626.2796741
2_24_2012-11-16,7996.22182111
2_24_2012-11-23,16287.3619906
2_24_2012-11-30,11382.2584565
2_24_2012-12-07,12406.1951987
2_24_2012-12-14,12933.3763493
2_24_2012-12-21,17700.7235798
2_24_2012-12-28,4592.07111631
2_24_2013-01-04,4989.07042353
2_24_2013-01-11,4649.17135824
2_24_2013-01-18,4954.81142561
2_24_2013-01-25,4942.00057597
2_24_2013-02-01,7497.83210526
2_24_2013-02-08,9153.47283486
2_24_2013-02-15,7578.96638299
2_24_2013-02-22,5236.13411721
2_24_2013-03-01,5358.09160045
2_24_2013-03-08,5497.53579514
2_24_2013-03-15,5636.81430956
2_24_2013-03-22,5731.39529919
2_24_2013-03-29,6093.41084174
2_24_2013-04-05,6110.64734078
2_24_2013-04-12,6291.86098434
2_24_2013-04-19,6445.40458044
2_24_2013-04-26,6831.3730004
2_24_2013-05-03,6895.00866257
2_24_2013-05-10,7096.42118326
2_24_2013-05-17,7063.47208523
2_24_2013-05-24,7070.76513066
2_24_2013-05-31,7254.6119963
2_24_2013-06-07,7461.44189107
2_24_2013-06-14,7554.83899685
2_24_2013-06-21,7669.82105053
2_24_2013-06-28,7743.93259304
2_24_2013-07-05,8107.03093972
2_24_2013-07-12,8193.251729
2_24_2013-07-19,8306.60390269
2_24_2013-07-26,8329.63565187
2_25_2012-11-02,16561.269258
2_25_2012-11-09,16155.295897
2_25_2012-11-16,14820.6612026
2_25_2012-11-23,18126.1378194
2_25_2012-11-30,13516.9164797
2_25_2012-12-07,16441.1178379
2_25_2012-12-14,16448.7568088
2_25_2012-12-21,28371.5314308
2_25_2012-12-28,11993.565487
2_25_2013-01-04,10239.6841677
2_25_2013-01-11,15721.7084636
2_25_2013-01-18,15483.4203342
2_25_2013-01-25,14892.5943589
2_25_2013-02-01,15300.9443198
2_25_2013-02-08,16492.8982541
2_25_2013-02-15,15575.1596784
2_25_2013-02-22,14710.6965527
2_25_2013-03-01,15827.9983866
2_25_2013-03-08,15406.852199
2_25_2013-03-15,14985.0958111
2_25_2013-03-22,14513.215841
2_25_2013-03-29,14337.3302808
2_25_2013-04-05,15589.3466954
2_25_2013-04-12,15214.479223
2_25_2013-04-19,14809.573629
2_25_2013-04-26,14660.9403673
2_25_2013-05-03,15882.1249722
2_25_2013-05-10,15528.1187116
2_25_2013-05-17,14913.1852022
2_25_2013-05-24,14343.3662797
2_25_2013-05-31,13970.7620679
2_25_2013-06-07,15432.8261082
2_25_2013-06-14,14959.5598523
2_25_2013-06-21,14508.7900888
2_25_2013-06-28,14013.5654185
2_25_2013-07-05,15567.4158432
2_25_2013-07-12,15086.5542841
2_25_2013-07-19,14631.2686521
2_25_2013-07-26,14078.2756165
2_26_2012-11-02,12805.1154778
2_26_2012-11-09,12032.2908086
2_26_2012-11-16,11120.9673633
2_26_2012-11-23,17681.3175426
2_26_2012-11-30,9571.27159401
2_26_2012-12-07,12357.2487835
2_26_2012-12-14,13848.3369682
2_26_2012-12-21,18187.1983724
2_26_2012-12-28,5751.80912555
2_26_2013-01-04,5255.67623467
2_26_2013-01-11,9792.5874876
2_26_2013-01-18,10206.1452295
2_26_2013-01-25,8864.45698444
2_26_2013-02-01,9694.08549354
2_26_2013-02-08,9164.34247199
2_26_2013-02-15,10972.1856773
2_26_2013-02-22,9323.76605249
2_26_2013-03-01,10606.2719412
2_26_2013-03-08,9863.0395624
2_26_2013-03-15,9210.03146243
2_26_2013-03-22,8447.67720211
2_26_2013-03-29,9173.53132176
2_26_2013-04-05,9673.65730971
2_26_2013-04-12,9152.47812413
2_26_2013-04-19,8352.00056889
2_26_2013-04-26,9052.8152271
2_26_2013-05-03,9588.63027346
2_26_2013-05-10,9499.04609869
2_26_2013-05-17,8433.66204099
2_26_2013-05-24,7469.44795729
2_26_2013-05-31,7101.97500903
2_26_2013-06-07,8612.8998478
2_26_2013-06-14,7860.18105348
2_26_2013-06-21,7525.16223771
2_26_2013-06-28,6796.09221441
2_26_2013-07-05,8737.19479399
2_26_2013-07-12,7870.35937067
2_26_2013-07-19,8105.38685807
2_26_2013-07-26,7355.51100012
2_27_2012-11-02,2834.92597
2_27_2012-11-09,2669.44200064
2_27_2012-11-16,2598.89067502
2_27_2012-11-23,2989.22568252
2_27_2012-11-30,2938.20138742
2_27_2012-12-07,2733.07175555
2_27_2012-12-14,3430.21429111
2_27_2012-12-21,6613.39934271
2_27_2012-12-28,2781.10202167
2_27_2013-01-04,2171.32471571
2_27_2013-01-11,1785.75915876
2_27_2013-01-18,2081.78215002
2_27_2013-01-25,1715.13730965
2_27_2013-02-01,2164.49829681
2_27_2013-02-08,1906.83349236
2_27_2013-02-15,2382.77474908
2_27_2013-02-22,1913.69039385
2_27_2013-03-01,2004.04491024
2_27_2013-03-08,1853.80258425
2_27_2013-03-15,1741.23304096
2_27_2013-03-22,1592.80867133
2_27_2013-03-29,2006.79663233
2_27_2013-04-05,1712.11787695
2_27_2013-04-12,1645.384817
2_27_2013-04-19,1468.18476148
2_27_2013-04-26,1866.49823237
2_27_2013-05-03,1603.75380538
2_27_2013-05-10,1712.64864021
2_27_2013-05-17,1465.65931521
2_27_2013-05-24,1252.08686168
2_27_2013-05-31,1248.89671162
2_27_2013-06-07,1334.4755804
2_27_2013-06-14,1190.32906377
2_27_2013-06-21,1215.7115904
2_27_2013-06-28,1085.64047418
2_27_2013-07-05,1343.72596129
2_27_2013-07-12,1153.54299427
2_27_2013-07-19,1417.07335084
2_27_2013-07-26,1289.47494657
2_28_2012-11-02,1110.10159674
2_28_2012-11-09,1035.41159051
2_28_2012-11-16,1109.25700071
2_28_2012-11-23,930.421984216
2_28_2012-11-30,928.482044935
2_28_2012-12-07,1051.49080507
2_28_2012-12-14,1360.253534
2_28_2012-12-21,1149.6194332
2_28_2012-12-28,954.165933589
2_28_2013-01-04,1030.77398587
2_28_2013-01-11,1044.88569515
2_28_2013-01-18,1166.61715871
2_28_2013-01-25,988.114846458
2_28_2013-02-01,886.369778387
2_28_2013-02-08,828.117518748
2_28_2013-02-15,1082.12980376
2_28_2013-02-22,970.049952037
2_28_2013-03-01,990.020487919
2_28_2013-03-08,918.445459935
2_28_2013-03-15,860.576335963
2_28_2013-03-22,781.407336258
2_28_2013-03-29,956.527262194
2_28_2013-04-05,835.027998548
2_28_2013-04-12,801.589896212
2_28_2013-04-19,722.780358282
2_28_2013-04-26,896.593394484
2_28_2013-05-03,789.212380988
2_28_2013-05-10,823.529904397
2_28_2013-05-17,684.950510732
2_28_2013-05-24,565.962066204
2_28_2013-05-31,556.177857889
2_28_2013-06-07,608.223297621
2_28_2013-06-14,530.396217589
2_28_2013-06-21,518.356075526
2_28_2013-06-28,442.111814072
2_28_2013-07-05,579.752396525
2_28_2013-07-12,483.818562707
2_28_2013-07-19,558.312837974
2_28_2013-07-26,473.569213242
2_29_2012-11-02,8117.43929911
2_29_2012-11-09,7862.03301213
2_29_2012-11-16,7108.62308777
2_29_2012-11-23,9932.31269512
2_29_2012-11-30,7673.70089255
2_29_2012-12-07,8063.78631909
2_29_2012-12-14,8663.44361269
2_29_2012-12-21,20832.5631909
2_29_2012-12-28,9625.53057089
2_29_2013-01-04,6494.60875834
2_29_2013-01-11,6783.55852434
2_29_2013-01-18,6955.74152302
2_29_2013-01-25,6451.67071929
2_29_2013-02-01,8973.95880947
2_29_2013-02-08,9096.22996308
2_29_2013-02-15,9419.06452685
2_29_2013-02-22,6477.48686673
2_29_2013-03-01,6915.90505164
2_29_2013-03-08,6663.0776718
2_29_2013-03-15,6437.18559317
2_29_2013-03-22,6157.39934796
2_29_2013-03-29,6449.76823397
2_29_2013-04-05,6645.64312144
2_29_2013-04-12,6479.0692519
2_29_2013-04-19,6215.77552056
2_29_2013-04-26,6511.9842769
2_29_2013-05-03,6726.74851985
2_29_2013-05-10,6698.95699757
2_29_2013-05-17,6268.08202018
2_29_2013-05-24,5886.54448575
2_29_2013-05-31,5767.23752974
2_29_2013-06-07,6355.48608491
2_29_2013-06-14,6078.02442935
2_29_2013-06-21,5935.84088504
2_29_2013-06-28,5656.33200693
2_29_2013-07-05,6433.58319971
2_29_2013-07-12,6118.55777236
2_29_2013-07-19,6146.27826275
2_29_2013-07-26,5836.36403591
2_30_2012-11-02,3734.81029841
2_30_2012-11-09,3958.52272725
2_30_2012-11-16,3442.17618938
2_30_2012-11-23,3682.77948173
2_30_2012-11-30,2645.05670539
2_30_2012-12-07,4061.11163709
2_30_2012-12-14,3438.78877152
2_30_2012-12-21,5364.20864806
2_30_2012-12-28,3895.27979465
2_30_2013-01-04,3729.04218129
2_30_2013-01-11,5075.84572104
2_30_2013-01-18,4782.15404401
2_30_2013-01-25,5096.32694575
2_30_2013-02-01,5567.76677156
2_30_2013-02-08,6614.94118605
2_30_2013-02-15,5993.86390499
2_30_2013-02-22,4358.00349152
2_30_2013-03-01,4185.6448145
2_30_2013-03-08,4367.24057712
2_30_2013-03-15,4489.32113157
2_30_2013-03-22,4606.76868126
2_30_2013-03-29,4204.43938871
2_30_2013-04-05,4600.13078649
2_30_2013-04-12,4707.36168111
2_30_2013-04-19,4950.64416394
2_30_2013-04-26,4605.70492165
2_30_2013-05-03,4979.47441917
2_30_2013-05-10,4837.89817083
2_30_2013-05-17,4936.24832984
2_30_2013-05-24,5036.981863
2_30_2013-05-31,5047.80707209
2_30_2013-06-07,5104.05607523
2_30_2013-06-14,5213.15391151
2_30_2013-06-21,5084.93638443
2_30_2013-06-28,5145.53676188
2_30_2013-07-05,5108.72450041
2_30_2013-07-12,5280.47034023
2_30_2013-07-19,4775.23268179
2_30_2013-07-26,4762.16198749
2_31_2012-11-02,4519.64772746
2_31_2012-11-09,4734.9215253
2_31_2012-11-16,3529.90870489
2_31_2012-11-23,3918.05430506
2_31_2012-11-30,5685.20017481
2_31_2012-12-07,4961.8324736
2_31_2012-12-14,5077.81528623
2_31_2012-12-21,10096.7386224
2_31_2012-12-28,3167.0059876
2_31_2013-01-04,2960.2462305
2_31_2013-01-11,2299.03001784
2_31_2013-01-18,2451.44961891
2_31_2013-01-25,2673.82442528
2_31_2013-02-01,3578.89043443
2_31_2013-02-08,3381.20435459
2_31_2013-02-15,3678.39412231
2_31_2013-02-22,2752.01449409
2_31_2013-03-01,2430.90642495
2_31_2013-03-08,2640.34338341
2_31_2013-03-15,2842.05301288
2_31_2013-03-22,3041.9092854
2_31_2013-03-29,3181.81141082
2_31_2013-04-05,2853.49404992
2_31_2013-04-12,3054.45158058
2_31_2013-04-19,3272.28798941
2_31_2013-04-26,3420.30806991
2_31_2013-05-03,3116.44121053
2_31_2013-05-10,3285.67941225
2_31_2013-05-17,3479.48491791
2_31_2013-05-24,3674.7270534
2_31_2013-05-31,3863.2487602
2_31_2013-06-07,3496.19675141
2_31_2013-06-14,3694.93640003
2_31_2013-06-21,3863.486722
2_31_2013-06-28,4055.39306979
2_31_2013-07-05,3706.63845854
2_31_2013-07-12,3913.30626502
2_31_2013-07-19,4032.88883168
2_31_2013-07-26,4213.80465372
2_32_2012-11-02,12500.1429729
2_32_2012-11-09,12109.7034167
2_32_2012-11-16,10276.0159069
2_32_2012-11-23,13331.1746197
2_32_2012-11-30,13299.6496324
2_32_2012-12-07,12381.6318302
2_32_2012-12-14,12974.4424155
2_32_2012-12-21,51824.4295468
2_32_2012-12-28,12692.8252195
2_32_2013-01-04,7905.15814558
2_32_2013-01-11,10832.576937
2_32_2013-01-18,10930.2555672
2_32_2013-01-25,10247.9800641
2_32_2013-02-01,12587.6463611
2_32_2013-02-08,17693.9193705
2_32_2013-02-15,27598.9703706
2_32_2013-02-22,10292.8137557
2_32_2013-03-01,11094.9518273
2_32_2013-03-08,10705.9791584
2_32_2013-03-15,10346.7349586
2_32_2013-03-22,9923.32173909
2_32_2013-03-29,10159.593239
2_32_2013-04-05,10736.2447569
2_32_2013-04-12,10446.8720834
2_32_2013-04-19,10047.8083057
2_32_2013-04-26,10290.8130493
2_32_2013-05-03,10875.3996108
2_32_2013-05-10,10741.3917878
2_32_2013-05-17,10137.8535666
2_32_2013-05-24,9592.98853441
2_32_2013-05-31,9356.08860374
2_32_2013-06-07,10385.7843488
2_32_2013-06-14,9964.81506066
2_32_2013-06-21,9695.48500297
2_32_2013-06-28,9270.24787974
2_32_2013-07-05,10507.1753066
2_32_2013-07-12,10043.9760462
2_32_2013-07-19,9962.10806922
2_32_2013-07-26,9497.97736154
2_33_2012-11-02,10495.1148391
2_33_2012-11-09,10428.0477876
2_33_2012-11-16,7270.9517196
2_33_2012-11-23,14524.0896714
2_33_2012-11-30,9672.59934273
2_33_2012-12-07,11097.0287197
2_33_2012-12-14,11549.7179411
2_33_2012-12-21,17874.6992098
2_33_2012-12-28,5581.1155479
2_33_2013-01-04,4303.90023062
2_33_2013-01-11,4845.82109005
2_33_2013-01-18,5014.64171997
2_33_2013-01-25,4756.79694839
2_33_2013-02-01,6549.82603092
2_33_2013-02-08,7276.80101402
2_33_2013-02-15,7296.0540821
2_33_2013-02-22,5046.66577483
2_33_2013-03-01,5589.7169204
2_33_2013-03-08,5514.14041432
2_33_2013-03-15,5446.56629493
2_33_2013-03-22,5331.47050936
2_33_2013-03-29,5575.96505141
2_33_2013-04-05,6014.18416516
2_33_2013-04-12,5993.83348615
2_33_2013-04-19,5924.96872756
2_33_2013-04-26,6187.38207649
2_33_2013-05-03,6649.91273532
2_33_2013-05-10,6685.52571877
2_33_2013-05-17,6435.65012673
2_33_2013-05-24,6228.80506516
2_33_2013-05-31,6224.54332281
2_33_2013-06-07,6913.69568501
2_33_2013-06-14,6798.47208839
2_33_2013-06-21,6739.12590281
2_33_2013-06-28,6609.7898439
2_33_2013-07-05,7451.40910566
2_33_2013-07-12,7319.84199436
2_33_2013-07-19,7310.56450214
2_33_2013-07-26,7136.32021853
2_34_2012-11-02,17634.1876564
2_34_2012-11-09,17461.2064866
2_34_2012-11-16,14820.2182401
2_34_2012-11-23,21417.2430238
2_34_2012-11-30,14216.2556632
2_34_2012-12-07,17895.9255334
2_34_2012-12-14,16202.7377585
2_34_2012-12-21,26554.67037
2_34_2012-12-28,12631.6930063
2_34_2013-01-04,12565.925023
2_34_2013-01-11,17337.1149655
2_34_2013-01-18,16269.2463905
2_34_2013-01-25,16316.2308129
2_34_2013-02-01,17054.890552
2_34_2013-02-08,18104.8504923
2_34_2013-02-15,18304.5719675
2_34_2013-02-22,15698.2272775
2_34_2013-03-01,17243.6130957
2_34_2013-03-08,17009.5568166
2_34_2013-03-15,16680.6896077
2_34_2013-03-22,16364.8886935
2_34_2013-03-29,15098.0197111
2_34_2013-04-05,17794.02721
2_34_2013-04-12,17422.2959805
2_34_2013-04-19,17280.1369007
2_34_2013-04-26,16093.806036
2_34_2013-05-03,18667.9496446
2_34_2013-05-10,17890.2956457
2_34_2013-05-17,17602.4028185
2_34_2013-05-24,17299.8957545
2_34_2013-05-31,16773.257357
2_34_2013-06-07,18841.327766
2_34_2013-06-14,18512.7563977
2_34_2013-06-21,17795.9496798
2_34_2013-06-28,17398.8822153
2_34_2013-07-05,19181.3949722
2_34_2013-07-12,18955.9888081
2_34_2013-07-19,17638.8342731
2_34_2013-07-26,17147.6842205
2_35_2012-11-02,3893.63354069
2_35_2012-11-09,3706.33082921
2_35_2012-11-16,4164.04185395
2_35_2012-11-23,4244.897
2_35_2012-11-30,3336.97024444
2_35_2012-12-07,3687.63266645
2_35_2012-12-14,3381.83732773
2_35_2012-12-21,6367.392974
2_35_2012-12-28,3170.65466556
2_35_2013-01-04,2674.21495455
2_35_2013-01-11,4403.25039948
2_35_2013-01-18,4154.57185759
2_35_2013-01-25,3998.22938129
2_35_2013-02-01,4001.43540348
2_35_2013-02-08,4053.31393351
2_35_2013-02-15,4552.93134774
2_35_2013-02-22,4012.80475265
2_35_2013-03-01,4563.08412899
2_35_2013-03-08,4374.53418988
2_35_2013-03-15,4181.51247722
2_35_2013-03-22,3994.6557612
2_35_2013-03-29,3729.55334125
2_35_2013-04-05,4415.98405481
2_35_2013-04-12,4215.72821694
2_35_2013-04-19,4029.78315278
2_35_2013-04-26,3765.52481211
2_35_2013-05-03,4417.54460567
2_35_2013-05-10,4195.54914374
2_35_2013-05-17,4025.83819019
2_35_2013-05-24,3850.44170127
2_35_2013-05-31,3642.51933396
2_35_2013-06-07,4275.67315079
2_35_2013-06-14,4088.35823681
2_35_2013-06-21,3879.9697858
2_35_2013-06-28,3691.80226585
2_35_2013-07-05,4269.15688588
2_35_2013-07-12,4087.6205531
2_35_2013-07-19,3850.98865709
2_35_2013-07-26,3664.70109282
2_36_2012-11-02,1728.20984632
2_36_2012-11-09,1772.80514013
2_36_2012-11-16,1545.31969596
2_36_2012-11-23,2971.21897509
2_36_2012-11-30,923.167401598
2_36_2012-12-07,1920.44190502
2_36_2012-12-14,466.646562849
2_36_2012-12-21,4908.41314447
2_36_2012-12-28,1440.45184923
2_36_2013-01-04,534.824096857
2_36_2013-01-11,2537.41172774
2_36_2013-01-18,1743.02107548
2_36_2013-01-25,2075.44323767
2_36_2013-02-01,2716.00246535
2_36_2013-02-08,2557.81685092
2_36_2013-02-15,1381.68135758
2_36_2013-02-22,1619.94784289
2_36_2013-03-01,2333.02929902
2_36_2013-03-08,2335.48644002
2_36_2013-03-15,2259.49503473
2_36_2013-03-22,2222.83893645
2_36_2013-03-29,1227.61141635
2_36_2013-04-05,2838.53678712
2_36_2013-04-12,2700.28353928
2_36_2013-04-19,2769.8877533
2_36_2013-04-26,1826.11106203
2_36_2013-05-03,3347.23349244
2_36_2013-05-10,2859.77536803
2_36_2013-05-17,2927.58461439
2_36_2013-05-24,2957.61780421
2_36_2013-05-31,2689.33891919
2_36_2013-06-07,3659.06777569
2_36_2013-06-14,3612.58601931
2_36_2013-06-21,3230.66996432
2_36_2013-06-28,3139.73766889
2_36_2013-07-05,3813.95957271
2_36_2013-07-12,3857.53112065
2_36_2013-07-19,2979.24516717
2_36_2013-07-26,2842.94232633
2_37_2012-11-02,4353.69040195
2_37_2012-11-09,4290.82727963
2_37_2012-11-16,4196.19724981
2_37_2012-11-23,4491.99095253
2_37_2012-11-30,3454.29700628
2_37_2012-12-07,4342.10054047
2_37_2012-12-14,4055.07213183
2_37_2012-12-21,4483.43412591
2_37_2012-12-28,3651.28614332
2_37_2013-01-04,4055.08023593
2_37_2013-01-11,4656.7129078
2_37_2013-01-18,4456.86286041
2_37_2013-01-25,4418.1401916
2_37_2013-02-01,4596.88341563
2_37_2013-02-08,5319.18976196
2_37_2013-02-15,5246.56559147
2_37_2013-02-22,4265.18097736
2_37_2013-03-01,4575.25353184
2_37_2013-03-08,4501.27494796
2_37_2013-03-15,4411.56357847
2_37_2013-03-22,4320.6887513
2_37_2013-03-29,4092.04274129
2_37_2013-04-05,4604.62140995
2_37_2013-04-12,4510.92698879
2_37_2013-04-19,4453.23612962
2_37_2013-04-26,4239.72849624
2_37_2013-05-03,4729.04946452
2_37_2013-05-10,4569.55447776
2_37_2013-05-17,4473.80607347
2_37_2013-05-24,4378.63254
2_37_2013-05-31,4259.44939382
2_37_2013-06-07,4682.03553578
2_37_2013-06-14,4588.95506174
2_37_2013-06-21,4433.11000576
2_37_2013-06-28,4327.23553674
2_37_2013-07-05,4707.60743213
2_37_2013-07-12,4631.09797445
2_37_2013-07-19,4375.58882057
2_37_2013-07-26,4250.30923804
2_38_2012-11-02,83774.8531003
2_38_2012-11-09,81207.3368499
2_38_2012-11-16,77744.0902187
2_38_2012-11-23,64069.2394519
2_38_2012-11-30,86984.0020765
2_38_2012-12-07,81120.4183251
2_38_2012-12-14,83301.0169225
2_38_2012-12-21,73136.63634
2_38_2012-12-28,85217.8936644
2_38_2013-01-04,103427.176878
2_38_2013-01-11,100746.067657
2_38_2013-01-18,100222.538642
2_38_2013-01-25,95729.2899146
2_38_2013-02-01,87387.3165049
2_38_2013-02-08,93487.7422576
2_38_2013-02-15,84715.7486764
2_38_2013-02-22,91260.0640173
2_38_2013-03-01,95188.2466208
2_38_2013-03-08,92496.4744507
2_38_2013-03-15,89839.165051
2_38_2013-03-22,86679.5862864
2_38_2013-03-29,86859.4452007
2_38_2013-04-05,91038.8712317
2_38_2013-04-12,88864.5096338
2_38_2013-04-19,86294.4049428
2_38_2013-04-26,86709.9022993
2_38_2013-05-03,90833.2284707
2_38_2013-05-10,89039.0222157
2_38_2013-05-17,84449.9674793
2_38_2013-05-24,80314.2081545
2_38_2013-05-31,78228.4601613
2_38_2013-06-07,84757.5940196
2_38_2013-06-14,81589.7345849
2_38_2013-06-21,78810.677664
2_38_2013-06-28,75454.4930195
2_38_2013-07-05,83212.5207228
2_38_2013-07-12,79925.3187261
2_38_2013-07-19,77358.0205906
2_38_2013-07-26,73469.5935605
2_40_2012-11-02,80490.5742127
2_40_2012-11-09,78682.7436586
2_40_2012-11-16,76599.3627584
2_40_2012-11-23,71946.5091987
2_40_2012-11-30,75035.4821197
2_40_2012-12-07,78662.1316545
2_40_2012-12-14,80537.2309852
2_40_2012-12-21,87986.334878
2_40_2012-12-28,78427.6548399
2_40_2013-01-04,86911.8300925
2_40_2013-01-11,83782.6572689
2_40_2013-01-18,83847.0879158
2_40_2013-01-25,81018.593613
2_40_2013-02-01,84568.1554265
2_40_2013-02-08,80759.5273931
2_40_2013-02-15,83286.5638955
2_40_2013-02-22,80671.3379046
2_40_2013-03-01,83629.8060681
2_40_2013-03-08,81845.8964976
2_40_2013-03-15,80188.6457571
2_40_2013-03-22,78318.0317884
2_40_2013-03-29,78896.798152
2_40_2013-04-05,81011.68285
2_40_2013-04-12,79595.7292031
2_40_2013-04-19,77750.1154671
2_40_2013-04-26,78325.6047515
2_40_2013-05-03,80420.4484619
2_40_2013-05-10,79638.3642095
2_40_2013-05-17,77171.57896
2_40_2013-05-24,74900.7188739
2_40_2013-05-31,73704.4284859
2_40_2013-06-07,77493.5449607
2_40_2013-06-14,75634.9026486
2_40_2013-06-21,74392.4375386
2_40_2013-06-28,72541.3393151
2_40_2013-07-05,77011.6557378
2_40_2013-07-12,74982.9667767
2_40_2013-07-19,74539.9678126
2_40_2013-07-26,72591.5088319
2_41_2012-11-02,3845.21579803
2_41_2012-11-09,3881.39933266
2_41_2012-11-16,2034.69565518
